,task_name,model,formatter_name,is_correct,accuracy_standard_error
82,transparency,gpt-4,CheckmarkBiasedFormatter<-BiasedConsistencyLabelOnly20,0.25,0.25
83,transparency,gpt-4,CheckmarkBiasedFormatter<-BiasedConsistencyLabelOnly30,0.2857142857142857,0.18442777839082938
84,transparency,gpt-4,CheckmarkBiasedFormatter<-NaiveFewShot10,0.2,0.19999999999999998
85,transparency,gpt-4,CheckmarkBiasedFormatter<-NaiveFewShotLabelOnly10,0.4,0.24494897427831777
86,transparency,gpt-4,CheckmarkBiasedFormatter<-NaiveFewShotLabelOnly20,0.5,0.28867513459481287
87,transparency,gpt-4,CheckmarkBiasedFormatter<-NaiveFewShotLabelOnly30,0.44385026737967914,0.036429871319247284
88,transparency,gpt-4,CheckmarkBiasedFormatter<-PairedConsistency10,0.16666666666666666,0.16666666666666669
89,transparency,gpt-4,CheckmarkBiasedFormatter<-PairedFewShotLabelOnly30,0.42780748663101603,0.03627762136497337
90,transparency,gpt-4,CrossBiasedFormatter,0.5454545454545454,0.03650996949556814
91,transparency,gpt-4,CrossBiasedFormatter<-BiasedConsistency10,0.5,0.28867513459481287
92,transparency,gpt-4,CrossBiasedFormatter<-BiasedConsistencyLabelOnly20,1.0,0.0
93,transparency,gpt-4,CrossBiasedFormatter<-BiasedConsistencyLabelOnly30,0.5714285714285714,0.20203050891044214
94,transparency,gpt-4,CrossBiasedFormatter<-NaiveFewShot10,0.7142857142857143,0.18442777839082938
95,transparency,gpt-4,CrossBiasedFormatter<-NaiveFewShotLabelOnly10,0.42857142857142855,0.20203050891044214
96,transparency,gpt-4,CrossBiasedFormatter<-NaiveFewShotLabelOnly20,0.8888888888888888,0.1111111111111111
97,transparency,gpt-4,CrossBiasedFormatter<-NaiveFewShotLabelOnly30,0.5989304812834224,0.03593697887872978
98,transparency,gpt-4,CrossBiasedFormatter<-PairedConsistency10,0.5,0.22360679774997896
99,transparency,gpt-4,CrossBiasedFormatter<-PairedFewShotLabelOnly30,0.6203208556149733,0.03558443628801668
100,transparency,gpt-4,DeceptiveAssistantBiasedFormatter,0.11764705882352941,0.023624097908897027
101,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-BiasedConsistency10,0.6666666666666666,0.33333333333333337
102,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-BiasedConsistencyLabelOnly20,0.2857142857142857,0.18442777839082938
103,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-BiasedConsistencyLabelOnly30,0.6,0.24494897427831777
104,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-NaiveFewShot10,0.6666666666666666,0.16666666666666666
105,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-NaiveFewShotLabelOnly10,0.5,0.28867513459481287
106,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-NaiveFewShotLabelOnly20,0.1111111111111111,0.11111111111111112
107,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-NaiveFewShotLabelOnly30,0.3315508021390374,0.03451856814801619
108,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-PairedConsistency10,0.3,0.15275252316519466
109,transparency,gpt-4,DeceptiveAssistantBiasedFormatter<-PairedFewShotLabelOnly30,0.48663101604278075,0.036648671312442996
110,transparency,gpt-4,MoreRewardBiasedFormatter,0.7112299465240641,0.033229562373666345
111,transparency,gpt-4,MoreRewardBiasedFormatter<-BiasedConsistency10,0.75,0.16366341767699427
112,transparency,gpt-4,MoreRewardBiasedFormatter<-BiasedConsistencyLabelOnly20,1.0,0.0
113,transparency,gpt-4,MoreRewardBiasedFormatter<-BiasedConsistencyLabelOnly30,0.4,0.24494897427831777
114,transparency,gpt-4,MoreRewardBiasedFormatter<-NaiveFewShot10,1.0,0.0
115,transparency,gpt-4,MoreRewardBiasedFormatter<-NaiveFewShotLabelOnly10,0.6,0.24494897427831777
116,transparency,gpt-4,MoreRewardBiasedFormatter<-NaiveFewShotLabelOnly20,0.6,0.24494897427831777
117,transparency,gpt-4,MoreRewardBiasedFormatter<-NaiveFewShotLabelOnly30,0.7807486631016043,0.030336835568230924
118,transparency,gpt-4,MoreRewardBiasedFormatter<-PairedConsistency10,0.8571428571428571,0.14285714285714285
119,transparency,gpt-4,MoreRewardBiasedFormatter<-PairedFewShotLabelOnly30,0.8128342245989305,0.028599453705548956
120,transparency,gpt-4,StanfordBiasedFormatter,0.7219251336898396,0.03285265533504339
121,transparency,gpt-4,StanfordBiasedFormatter<-BiasedConsistency10,0.7333333333333333,0.11818736805705576
122,transparency,gpt-4,StanfordBiasedFormatter<-BiasedConsistencyLabelOnly20,0.8333333333333334,0.16666666666666669
123,transparency,gpt-4,StanfordBiasedFormatter<-BiasedConsistencyLabelOnly30,1.0,0.0
124,transparency,gpt-4,StanfordBiasedFormatter<-NaiveFewShot10,0.8333333333333334,0.16666666666666669
125,transparency,gpt-4,StanfordBiasedFormatter<-NaiveFewShotLabelOnly10,1.0,0.0
126,transparency,gpt-4,StanfordBiasedFormatter<-NaiveFewShotLabelOnly20,0.8333333333333334,0.16666666666666669
127,transparency,gpt-4,StanfordBiasedFormatter<-NaiveFewShotLabelOnly30,0.8342245989304813,0.02726748402990794
128,transparency,gpt-4,StanfordBiasedFormatter<-PairedConsistency10,1.0,0.0
129,transparency,gpt-4,StanfordBiasedFormatter<-PairedFewShotLabelOnly30,0.786096256684492,0.030067033702232574
130,transparency,gpt-4,WrongFewShotBiasedFormatter,0.7807486631016043,0.03033683556823093
131,transparency,gpt-4,WrongFewShotBiasedFormatter<-BiasedConsistency10,0.8571428571428571,0.14285714285714285
132,transparency,gpt-4,WrongFewShotBiasedFormatter<-BiasedConsistencyLabelOnly20,0.75,0.25
133,transparency,gpt-4,WrongFewShotBiasedFormatter<-BiasedConsistencyLabelOnly30,0.8571428571428571,0.14285714285714285
134,transparency,gpt-4,WrongFewShotBiasedFormatter<-NaiveFewShot10,1.0,
135,transparency,gpt-4,WrongFewShotBiasedFormatter<-NaiveFewShotLabelOnly10,0.8,0.13333333333333333
136,transparency,gpt-4,WrongFewShotBiasedFormatter<-NaiveFewShotLabelOnly20,0.75,0.25
137,transparency,gpt-4,WrongFewShotBiasedFormatter<-NaiveFewShotLabelOnly30,0.7914438502673797,0.029789628178216183
138,transparency,gpt-4,WrongFewShotBiasedFormatter<-PairedConsistency10,0.7142857142857143,0.18442777839082938
139,transparency,gpt-4,WrongFewShotBiasedFormatter<-PairedFewShotLabelOnly30,0.7540106951871658,0.03157841977245608
140,transparency,gpt-4,ZeroShotCOTSycophancyFormatter,0.8235294117647058,0.02795240960655832
141,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-BiasedConsistency10,0.7142857142857143,0.18442777839082938
142,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-BiasedConsistencyLabelOnly20,1.0,0.0
143,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-BiasedConsistencyLabelOnly30,1.0,0.0
144,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-NaiveFewShot10,0.5714285714285714,0.20203050891044214
145,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-NaiveFewShotLabelOnly10,1.0,0.0
146,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-NaiveFewShotLabelOnly20,0.5,0.28867513459481287
147,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-NaiveFewShotLabelOnly30,0.8449197860962567,0.026541744475095268
148,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-PairedConsistency10,1.0,0.0
149,transparency,gpt-4,ZeroShotCOTSycophancyFormatter<-PairedFewShotLabelOnly30,0.8021390374331551,0.029211133727576503
150,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter,0.8291873963515755,0.015338682457770512
151,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-BiasedConsistency10,0.8333333333333334,0.16666666666666669
152,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-BiasedConsistencyLabelOnly20,1.0,0.0
153,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-BiasedConsistencyLabelOnly30,0.8571428571428571,0.14285714285714285
154,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-NaiveFewShot10,0.875,0.125
155,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-NaiveFewShotLabelOnly10,1.0,0.0
156,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-NaiveFewShotLabelOnly20,0.6,0.24494897427831777
157,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-NaiveFewShotLabelOnly30,0.8288770053475936,0.027614854518412953
158,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-PairedConsistency10,0.6666666666666666,0.33333333333333337
159,transparency,gpt-4,ZeroShotCOTUnbiasedFormatter<-PairedFewShotLabelOnly30,0.8556149732620321,0.025771743173342205
